02100001,000000,杜强权,人事部
01100002,000000,吴别,大数据运维
04100003,000000,汤分级,人事部
04100004,000000,许的,数据治理
03100005,000000,吴平事,前端
04100006,000000,范口区,市场部
04100007,000000,倪战,爬虫工程师
02100008,000000,邵问增,市场部
04100009,000000,纪想,前端
01100010,000000,李计,市场部
01100011,000000,汤定两,前端
03100012,000000,余北接,爬虫工程师
02100013,000000,方意个,爬虫工程师
03100014,000000,钟时现,人事部
03100015,000000,曹并,爬虫工程师
01100016,000000,魏气,市场部
02100017,000000,卢过光,人事部
01100018,000000,卓求,数据治理
01100019,000000,卢样,数据治理
04100020,000000,沉即看,人事部
02100021,000000,谢只决,前端
01100022,000000,郭合见,数据挖掘
04100023,000000,方化,前端
02100024,000000,胡生表,数据挖掘
02100025,000000,卓着,大数据运维
01100026,000000,潘展全,数据挖掘
04100027,000000,金计什,大数据运维
01100028,000000,侯正东,爬虫工程师
02100029,000000,陆海,JAVAEE
02100030,000000,邱百命,爬虫工程师
02100031,000000,程党使,大数据运维
04100032,000000,萧年,人事部
01100033,000000,钟九了,JAVAEE
04100034,000000,柯内边,前端
03100035,000000,范西正,大数据运维
01100036,000000,杜学强,前端
01100037,000000,许放,前端
01100038,000000,许线无,数据挖掘
04100039,000000,游种,前端
03100040,000000,胡规,JAVAEE
02100041,000000,汤入路,爬虫工程师
01100042,000000,金利时,人事部
01100043,000000,汪去,爬虫工程师
03100044,000000,冯地,市场部
03100045,000000,蒋期别,市场部
03100046,000000,蓝常志,大数据运维
03100047,000000,苏天都,大数据运维
02100048,000000,侯现,爬虫工程师
02100049,000000,杜如,人事部
03100050,000000,薛天,数据挖掘
04100051,000000,韩前,大数据运维
03100052,000000,金体样,数据挖掘
04100053,000000,徐后,前端
04100054,000000,杨成特,大数据运维
02100055,000000,沉设电,数据挖掘
01100056,000000,魏本交,大数据运维
04100057,000000,林气,爬虫工程师
03100058,000000,钟权把,数据挖掘
03100059,000000,徐她,JAVAEE
02100060,000000,董心,人事部
03100061,000000,谢农天,JAVAEE
01100062,000000,詹入,JAVAEE
03100063,000000,周热好,市场部
02100064,000000,詹压,人事部
04100065,000000,戴道,数据治理
01100066,000000,曹展,数据挖掘
04100067,000000,游联,大数据运维
01100068,000000,钟表系,JAVAEE
03100069,000000,龚关,人事部
02100070,000000,邱力,人事部
02100071,000000,范老比,人事部
02100072,000000,简分特,数据挖掘
04100073,000000,赵干力,市场部
04100074,000000,廖头造,数据治理
04100075,000000,简动,JAVAEE
03100076,000000,赖本,人事部
03100077,000000,邓论,爬虫工程师
02100078,000000,刘里军,数据挖掘
04100079,000000,卢它,数据治理
01100080,000000,黎被与,大数据运维
01100081,000000,严品为,市场部
02100082,000000,游化,人事部
04100083,000000,田只体,JAVAEE
01100084,000000,纪行面,数据挖掘
03100085,000000,纪进,人事部
04100086,000000,苏量,前端
02100087,000000,施得,爬虫工程师
01100088,000000,许开,前端
04100089,000000,连五,前端
03100090,000000,林一中,数据挖掘
04100091,000000,石分外,爬虫工程师
04100092,000000,钟保,数据治理
01100093,000000,游山六,数据挖掘
03100094,000000,董接得,JAVAEE
01100095,000000,高二样,爬虫工程师
02100096,000000,吴于,大数据运维
02100097,000000,魏使,JAVAEE
04100098,000000,廖山,数据治理
04100099,000000,洪月,数据治理
04100100,000000,古们,数据治理
01100101,000000,苏民党,JAVAEE
01100102,000000,吴认,JAVAEE
01100103,000000,萧术回,爬虫工程师
04100104,000000,袁果,大数据运维
04100105,000000,汪国,大数据运维
03100106,000000,黎把比,前端
01100107,000000,赵分,JAVAEE
01100108,000000,詹别发,数据挖掘
01100109,000000,江年,前端
02100110,000000,许海从,爬虫工程师
01100111,000000,赖想法,人事部
04100112,000000,薛保,JAVAEE
02100113,000000,孙向,爬虫工程师
04100114,000000,张运,JAVAEE
01100115,000000,李成,JAVAEE
03100116,000000,徐联过,JAVAEE
01100117,000000,倪生重,爬虫工程师
01100118,000000,田说,数据挖掘
02100119,000000,江要两,市场部
04100120,000000,柯质位,数据治理
03100121,000000,姚用此,JAVAEE
01100122,000000,梁共,前端
02100123,000000,钟自,人事部
02100124,000000,马保增,数据治理
03100125,000000,苏间业,数据治理
02100126,000000,杨计,前端
02100127,000000,马间,人事部
04100128,000000,邵动,前端
03100129,000000,唐变日,前端
01100130,000000,周小即,数据治理
02100131,000000,巫动,数据治理
04100132,000000,傅领较,数据治理
02100133,000000,庄使基,数据挖掘
02100134,000000,涂立和,前端
04100135,000000,简应合,市场部
01100136,000000,黄现们,爬虫工程师
03100137,000000,白领,数据治理
01100138,000000,吕品把,JAVAEE
01100139,000000,赖增,前端
04100140,000000,唐根全,前端
02100141,000000,陆三,数据挖掘
01100142,000000,颜小,人事部
02100143,000000,韩内,人事部
04100144,000000,杜物,数据治理
03100145,000000,冯一式,前端
02100146,000000,童料会,JAVAEE
01100147,000000,彭动,前端
02100148,000000,杜大总,JAVAEE
04100149,000000,韩全,JAVAEE
01100150,000000,汪道,JAVAEE
04100151,000000,丁战,人事部
02100152,000000,赖权,人事部
02100153,000000,沉人,数据挖掘
03100154,000000,梁保,前端
04100155,000000,许情术,大数据运维
03100156,000000,邱有内,爬虫工程师
03100157,000000,林们,JAVAEE
02100158,000000,黎农,前端
03100159,000000,巫后,数据挖掘
03100160,000000,温南造,前端
01100161,000000,韩机意,前端
01100162,000000,游度受,爬虫工程师
02100163,000000,程共把,大数据运维
02100164,000000,汪家,市场部
03100165,000000,阮增,市场部
03100166,000000,李多,大数据运维
03100167,000000,郭间,JAVAEE
02100168,000000,温系理,JAVAEE
03100169,000000,吴生此,爬虫工程师
02100170,000000,潘地里,人事部
01100171,000000,洪全,前端
01100172,000000,罗争,前端
04100173,000000,卢多,前端
03100174,000000,游无级,JAVAEE
03100175,000000,蓝起能,大数据运维
02100176,000000,严度,数据治理
01100177,000000,夏部当,数据治理
04100178,000000,彭么四,前端
02100179,000000,程高气,JAVAEE
04100180,000000,江已,市场部
02100181,000000,曹流,数据治理
03100182,000000,范色做,前端
02100183,000000,柳命,JAVAEE
02100184,000000,沉就产,数据挖掘
03100185,000000,孙产果,数据挖掘
03100186,000000,石济反,数据挖掘
03100187,000000,黎已全,JAVAEE
01100188,000000,柳合果,大数据运维
04100189,000000,尤增,前端
04100190,000000,陈争外,人事部
03100191,000000,薛她,数据挖掘
04100192,000000,朱地合,人事部
04100193,000000,简又,人事部
03100194,000000,唐各,数据挖掘
04100195,000000,古进和,爬虫工程师
04100196,000000,吕生,数据挖掘
01100197,000000,叶有角,爬虫工程师
01100198,000000,杨和,爬虫工程师
01100199,000000,纪交最,爬虫工程师
02100200,000000,谢高,爬虫工程师
04100201,000000,简内接,人事部
02100202,000000,古时到,人事部
02100203,000000,卢发压,大数据运维
02100204,000000,姜三,JAVAEE
02100205,000000,余国定,数据治理
02100206,000000,尤金,人事部
01100207,000000,罗业,前端
04100208,000000,涂思争,人事部
04100209,000000,周机,爬虫工程师
04100210,000000,柯六系,数据治理
02100211,000000,赵求物,数据挖掘
02100212,000000,周品山,爬虫工程师
04100213,000000,曾力机,数据挖掘
01100214,000000,董联,前端
04100215,000000,沉平,爬虫工程师
03100216,000000,严色光,JAVAEE
03100217,000000,杜自北,数据挖掘
02100218,000000,洪指,数据治理
01100219,000000,邱给常,市场部
04100220,000000,金现,人事部
01100221,000000,王还,数据治理
02100222,000000,童什通,前端
01100223,000000,江得解,JAVAEE
02100224,000000,游了,市场部
02100225,000000,郭社社,人事部
01100226,000000,陈会员,爬虫工程师
02100227,000000,廖图,JAVAEE
02100228,000000,冯题,大数据运维
01100229,000000,巫月,JAVAEE
01100230,000000,唐济,数据治理
01100231,000000,蓝统两,数据挖掘
01100232,000000,纪权件,JAVAEE
01100233,000000,金之,前端
03100234,000000,罗时,数据治理
02100235,000000,简你,爬虫工程师
02100236,000000,袁明,大数据运维
03100237,000000,洪通想,数据治理
01100238,000000,康得,爬虫工程师
01100239,000000,邱处,数据治理
01100240,000000,叶此,数据挖掘
03100241,000000,金回十,数据挖掘
02100242,000000,魏领,JAVAEE
01100243,000000,卓上个,爬虫工程师
03100244,000000,颜题这,爬虫工程师
02100245,000000,叶同设,人事部
04100246,000000,杨变量,数据挖掘
04100247,000000,董器,前端
02100248,000000,戴直,JAVAEE
01100249,000000,邹题要,前端
01100250,000000,陆权根,前端
02100251,000000,范这情,人事部
04100252,000000,余式来,大数据运维
04100253,000000,汪别后,JAVAEE
03100254,000000,戴门,人事部
02100255,000000,朱流,人事部
04100256,000000,庄使此,爬虫工程师
02100257,000000,何党,JAVAEE
01100258,000000,钟方,数据挖掘
02100259,000000,余机,数据治理
01100260,000000,侯种,数据挖掘
02100261,000000,马国指,数据治理
03100262,000000,钟四大,JAVAEE
01100263,000000,孙制,前端
03100264,000000,涂第,数据挖掘
02100265,000000,郭了西,市场部
01100266,000000,巫级,人事部
04100267,000000,彭量,人事部
04100268,000000,周式发,数据治理
02100269,000000,张三,数据治理
04100270,000000,刘由,数据挖掘
03100271,000000,王求保,数据挖掘
04100272,000000,涂管,前端
03100273,000000,简管,前端
03100274,000000,赵代平,JAVAEE
03100275,000000,胡常向,人事部
04100276,000000,吴样争,市场部
03100277,000000,李子,市场部
03100278,000000,纪决,人事部
04100279,000000,夏对角,爬虫工程师
01100280,000000,孙或,数据治理
02100281,000000,高行无,数据挖掘
02100282,000000,白在物,人事部
03100283,000000,田权较,数据挖掘
01100284,000000,曾术,人事部
02100285,000000,邵基想,数据挖掘
01100286,000000,卢情,前端
04100287,000000,纪法,前端
04100288,000000,杨东,数据治理
03100289,000000,龚日正,数据挖掘
03100290,000000,石用,数据挖掘
04100291,000000,徐保,数据挖掘
02100292,000000,邓从,爬虫工程师
03100293,000000,詹式,市场部
02100294,000000,王者,数据挖掘
04100295,000000,王国世,爬虫工程师
02100296,000000,夏明,JAVAEE
02100297,000000,周要,JAVAEE
04100298,000000,黄明,爬虫工程师
04100299,000000,康合,爬虫工程师
04100300,000000,汤的,数据挖掘
01100301,000000,程党二,前端
04100302,000000,曾造,爬虫工程师
03100303,000000,蔡权设,人事部
03100304,000000,连全业,数据治理
04100305,000000,石思,人事部
03100306,000000,蓝知,爬虫工程师
04100307,000000,薛下各,人事部
03100308,000000,王性或,数据挖掘
01100309,000000,李然特,数据挖掘
02100310,000000,郑生,爬虫工程师
03100311,000000,黄将七,人事部
02100312,000000,谢极,爬虫工程师
01100313,000000,邹行,人事部
01100314,000000,周加,市场部
03100315,000000,古然,爬虫工程师
02100316,000000,古六,市场部
01100317,000000,吴很,数据治理
03100318,000000,涂能九,前端
01100319,000000,袁与最,市场部
03100320,000000,邱物说,前端
04100321,000000,郭向,人事部
04100322,000000,杜好,JAVAEE
01100323,000000,王大,前端
04100324,000000,黎地,JAVAEE
01100325,000000,黎战实,人事部
01100326,000000,曾思,数据治理
02100327,000000,宋志,前端
03100328,000000,彭文从,前端
04100329,000000,陈月,人事部
01100330,000000,夏展资,爬虫工程师
01100331,000000,叶干,人事部
01100332,000000,范此,爬虫工程师
01100333,000000,尤相全,JAVAEE
04100334,000000,姜同先,数据治理
01100335,000000,彭物实,数据挖掘
02100336,000000,张日,爬虫工程师
02100337,000000,廖都质,JAVAEE
01100338,000000,邹十公,数据挖掘
04100339,000000,王时,前端
01100340,000000,魏社实,大数据运维
02100341,000000,程性,人事部
01100342,000000,汪定,大数据运维
02100343,000000,王海常,爬虫工程师
04100344,000000,柯大术,爬虫工程师
04100345,000000,邱问,人事部
01100346,000000,冯与,数据挖掘
04100347,000000,吴使,人事部
03100348,000000,施着面,JAVAEE
01100349,000000,罗计压,大数据运维
04100350,000000,陈较,人事部
02100351,000000,沉这一,JAVAEE
03100352,000000,萧从,数据挖掘
04100353,000000,蔡行,人事部
01100354,000000,洪光,数据治理
03100355,000000,江然造,市场部
03100356,000000,阮山权,数据治理
03100357,000000,姚必,前端
04100358,000000,萧手角,数据治理
01100359,000000,白与,JAVAEE
03100360,000000,苏数,市场部
04100361,000000,游说量,数据挖掘
01100362,000000,潘制,爬虫工程师
02100363,000000,林无,数据挖掘
03100364,000000,谢他,大数据运维
03100365,000000,曾统出,JAVAEE
04100366,000000,倪热从,爬虫工程师
01100367,000000,钟到提,市场部
01100368,000000,刘受,市场部
04100369,000000,罗下比,人事部
02100370,000000,萧制明,前端
02100371,000000,连行,前端
04100372,000000,程化,市场部
02100373,000000,黄联前,数据治理
01100374,000000,江还位,数据治理
02100375,000000,范年比,前端
02100376,000000,康外的,数据治理
04100377,000000,董基图,数据治理
02100378,000000,罗前,数据挖掘
04100379,000000,范导,人事部
01100380,000000,沉数九,数据治理
02100381,000000,邓不,数据治理
02100382,000000,杨建,前端
01100383,000000,韩系,前端
01100384,000000,罗而压,人事部
02100385,000000,孙外,人事部
04100386,000000,简指,JAVAEE
04100387,000000,钟水义,数据治理
02100388,000000,程组,爬虫工程师
03100389,000000,庄志,JAVAEE
02100390,000000,叶只资,前端
01100391,000000,柯着不,前端
02100392,000000,阮人济,前端
01100393,000000,钟二,大数据运维
01100394,000000,何反在,市场部
01100395,000000,萧民日,人事部
03100396,000000,康你和,前端
04100397,000000,曾党而,人事部
02100398,000000,阮时,市场部
03100399,000000,周时,数据挖掘
03100400,000000,范共指,数据挖掘
